Geographic Unit,Geographic ID,Geographic Name,State Median Income Bracket,Age Group,Childcare Subsidized ,Private Care Estimate,Estimated Children Receiving Childcare,Estimate of Unserved,Percent Need Met
Legislative District,53042,042,>75% and <=85% of SMI,Infant,0,8,8,134,5.6
Legislative District,53042,042,>85% of SMI,Infant,0,41,41,388,9.6
Legislative District,53042,042,<=60% of SMI,Preschool,610,217,827,1657,33.3
Legislative District,53042,042,>60% and <=75% of SMI,Preschool,,69,,530,
Legislative District,53042,042,>75% and <=85% of SMI,Preschool,,58,,273,
Legislative District,53042,042,>85% of SMI,Preschool,,277,,867,
Legislative District,53042,042,<=60% of SMI,School Age,206,236,442,6119,6.7
Legislative District,53042,042,>60% and <=75% of SMI,School Age,,54,,1268,
Legislative District,53042,042,>75% and <=85% of SMI,School Age,0,33,33,653,4.8
Legislative District,53042,042,>85% of SMI,School Age,,376,,3761,
Legislative District,53042,042,<=60% of SMI,Toddler,166,116,282,1638,14.7
Legislative District,53042,042,>60% and <=75% of SMI,Toddler,,43,,416,
Legislative District,53042,042,>75% and <=85% of SMI,Toddler,0,26,26,222,10.5
Legislative District,53042,042,>85% of SMI,Toddler,0,147,147,706,17.2
Legislative District,53043,043,<=60% of SMI,Infant,18,5,23,81,22.1
Legislative District,53043,043,>60% and <=75% of SMI,Infant,,4,,17,
Legislative District,53043,043,>75% and <=85% of SMI,Infant,0,4,4,15,21.1
Legislative District,53043,043,>85% of SMI,Infant,0,246,246,413,37.3
Legislative District,53043,043,<=60% of SMI,Preschool,118,16,134,109,55.1
Legislative District,53043,043,>60% and <=75% of SMI,Preschool,,14,,43,
Legislative District,53043,043,>75% and <=85% of SMI,Preschool,0,12,12,42,22.2
Legislative District,53043,043,>85% of SMI,Preschool,0,1059,1059,689,60.6
Legislative District,53043,043,<=60% of SMI,School Age,80,39,119,618,16.1
Legislative District,53043,043,>60% and <=75% of SMI,School Age,0,20,20,178,10.1
Legislative District,53043,043,>75% and <=85% of SMI,School Age,0,21,21,144,12.7
Legislative District,53043,043,>85% of SMI,School Age,0,1242,1242,3136,28.4
Legislative District,53043,043,<=60% of SMI,Toddler,66,14,80,124,39.2
Legislative District,53043,043,>60% and <=75% of SMI,Toddler,,11,,36,
Legislative District,53043,043,>75% and <=85% of SMI,Toddler,0,14,14,20,41.2
Legislative District,53043,043,>85% of SMI,Toddler,0,682,682,632,51.9
Legislative District,53044,044,<=60% of SMI,Infant,19,32,51,592,7.9
Legislative District,53044,044,>60% and <=75% of SMI,Infant,0,7,7,244,2.8
Legislative District,53044,044,>75% and <=85% of SMI,Infant,0,14,14,156,8.2
Legislative District,53044,044,>85% of SMI,Infant,0,146,146,998,12.8
Legislative District,53044,044,<=60% of SMI,Preschool,423,71,494,1193,29.3
Legislative District,53044,044,>60% and <=75% of SMI,Preschool,9,57,66,595,10.0
Legislative District,53044,044,>75% and <=85% of SMI,Preschool,7,35,42,401,9.5
Legislative District,53044,044,>85% of SMI,Preschool,18,606,624,2363,20.9
Legislative District,53044,044,<=60% of SMI,School Age,210,97,307,4444,6.5
Legislative District,53044,044,>60% and <=75% of SMI,School Age,,46,,1761,
Legislative District,53044,044,>75% and <=85% of SMI,School Age,0,21,21,1036,2.0
Legislative District,53044,044,>85% of SMI,School Age,,653,,7574,
Legislative District,53044,044,<=60% of SMI,Toddler,120,60,180,1109,14.0
Legislative District,53044,044,>60% and <=75% of SMI,Toddler,,37,,493,
Legislative District,53044,044,>75% and <=85% of SMI,Toddler,0,17,17,304,5.3
Legislative District,53044,044,>85% of SMI,Toddler,0,398,398,1886,17.4
Legislative District,53045,045,<=60% of SMI,Infant,10,11,21,292,6.7
Legislative District,53045,045,>60% and <=75% of SMI,Infant,0,7,7,73,8.8
Legislative District,53045,045,>75% and <=85% of SMI,Infant,0,4,4,48,7.7
Legislative District,53045,045,>85% of SMI,Infant,0,327,327,1284,20.3
Legislative District,53045,045,<=60% of SMI,Preschool,155,53,208,645,24.4
Legislative District,53045,045,>60% and <=75% of SMI,Preschool,,28,,181,
Legislative District,53045,045,>75% and <=85% of SMI,Preschool,0,18,18,127,12.4
Legislative District,53045,045,>85% of SMI,Preschool,0,1578,1578,2673,37.1
Legislative District,53045,045,<=60% of SMI,School Age,63,58,121,2040,5.6
Legislative District,53045,045,>60% and <=75% of SMI,School Age,0,22,22,660,3.2
Legislative District,53045,045,>75% and <=85% of SMI,School Age,0,25,25,473,5.0
Legislative District,53045,045,>85% of SMI,School Age,0,1678,1678,11165,13.1
Legislative District,53045,045,<=60% of SMI,Toddler,76,38,114,522,17.9
Legislative District,53045,045,>60% and <=75% of SMI,Toddler,,9,,132,
Legislative District,53045,045,>75% and <=85% of SMI,Toddler,0,13,13,92,12.4
Legislative District,53045,045,>85% of SMI,Toddler,,1005,,2189,
Legislative District,53046,046,<=60% of SMI,Infant,19,8,27,270,9.1
Legislative District,53046,046,>60% and <=75% of SMI,Infant,0,5,5,66,7.0
Legislative District,53046,046,>75% and <=85% of SMI,Infant,0,7,7,45,13.5
Legislative District,53046,046,>85% of SMI,Infant,0,417,417,944,30.6
Legislative District,53046,046,<=60% of SMI,Preschool,288,74,362,392,48.0
Legislative District,53046,046,>60% and <=75% of SMI,Preschool,,51,,125,
Legislative District,53046,046,>75% and <=85% of SMI,Preschool,,34,,113,
Legislative District,53046,046,>85% of SMI,Preschool,,1953,,1585,
Legislative District,53046,046,<=60% of SMI,School Age,149,73,222,1419,13.5
Legislative District,53046,046,>60% and <=75% of SMI,School Age,,54,,493,
Legislative District,53046,046,>75% and <=85% of SMI,School Age,0,64,64,366,14.9
Legislative District,53046,046,>85% of SMI,School Age,,2496,,6669,
Legislative District,53046,046,<=60% of SMI,Toddler,100,40,140,440,24.1
Legislative District,53046,046,>60% and <=75% of SMI,Toddler,,17,,143,
Legislative District,53046,046,>75% and <=85% of SMI,Toddler,0,20,20,82,19.6
Legislative District,53046,046,>85% of SMI,Toddler,0,1169,1169,1551,43.0
Legislative District,53047,047,<=60% of SMI,Infant,99,31,130,672,16.2
Legislative District,53047,047,>60% and <=75% of SMI,Infant,0,9,9,217,4.0
Legislative District,53047,047,>75% and <=85% of SMI,Infant,0,10,10,142,6.6
Legislative District,53047,047,>85% of SMI,Infant,0,140,140,646,17.8
Legislative District,53047,047,<=60% of SMI,Preschool,930,106,1036,1096,48.6
Legislative District,53047,047,>60% and <=75% of SMI,Preschool,7,73,80,531,13.1
Legislative District,53047,047,>75% and <=85% of SMI,Preschool,,45,,316,
Legislative District,53047,047,>85% of SMI,Preschool,6,506,512,1491,25.6
Legislative District,53047,047,<=60% of SMI,School Age,945,253,1198,5874,16.9
Legislative District,53047,047,>60% and <=75% of SMI,School Age,,96,,1912,
Legislative District,53047,047,>75% and <=85% of SMI,School Age,,57,,1047,
Legislative District,53047,047,>85% of SMI,School Age,,597,,5161,
Legislative District,53047,047,<=60% of SMI,Toddler,435,55,490,1174,29.4
Legislative District,53047,047,>60% and <=75% of SMI,Toddler,,36,,434,
Legislative District,53047,047,>75% and <=85% of SMI,Toddler,0,17,17,242,6.6
Legislative District,53047,047,>85% of SMI,Toddler,0,304,304,1252,19.5
Legislative District,53048,048,<=60% of SMI,Infant,24,18,42,202,17.2
Legislative District,53048,048,>60% and <=75% of SMI,Infant,0,7,7,66,9.6
Legislative District,53048,048,>75% and <=85% of SMI,Infant,0,3,3,66,4.3
Legislative District,53048,048,>85% of SMI,Infant,0,449,449,1010,30.8
Legislative District,53048,048,<=60% of SMI,Preschool,302,50,352,255,58.0
Legislative District,53048,048,>60% and <=75% of SMI,Preschool,,36,,193,
Legislative District,53048,048,>75% and <=85% of SMI,Preschool,0,44,44,114,27.8
Legislative District,53048,048,>85% of SMI,Preschool,0,2294,2294,1568,59.4
Legislative District,53048,048,<=60% of SMI,School Age,102,119,221,2078,9.6
Legislative District,53048,048,>60% and <=75% of SMI,School Age,0,37,37,553,6.3
Legislative District,53048,048,>75% and <=85% of SMI,School Age,0,35,35,338,9.4
Legislative District,53048,048,>85% of SMI,School Age,0,2187,2187,8512,20.4
Legislative District,53048,048,<=60% of SMI,Toddler,121,32,153,322,32.2
Legislative District,53048,048,>60% and <=75% of SMI,Toddler,0,35,35,128,21.5
Legislative District,53048,048,>75% and <=85% of SMI,Toddler,0,32,32,98,24.6
Legislative District,53048,048,>85% of SMI,Toddler,0,1476,1476,1486,49.8
Legislative District,53049,049,<=60% of SMI,Infant,60,39,99,1045,8.7
Legislative District,53049,049,>60% and <=75% of SMI,Infant,0,13,13,203,6.0
Legislative District,53049,049,>75% and <=85% of SMI,Infant,0,7,7,105,6.2
Legislative District,53049,049,>85% of SMI,Infant,,32,,283,
Legislative District,53049,049,<=60% of SMI,Preschool,938,207,1145,1741,39.7
Legislative District,53049,049,>60% and <=75% of SMI,Preschool,8,99,107,495,17.8
Legislative District,53049,049,>75% and <=85% of SMI,Preschool,,46,,239,
Legislative District,53049,049,>85% of SMI,Preschool,,247,,600,
Legislative District,53049,049,<=60% of SMI,School Age,407,194,601,6795,8.1
Legislative District,53049,049,>60% and <=75% of SMI,School Age,,55,,1382,
Legislative District,53049,049,>75% and <=85% of SMI,School Age,0,23,23,638,3.5
Legislative District,53049,049,>85% of SMI,School Age,,221,,3016,
Legislative District,53049,049,<=60% of SMI,Toddler,267,152,419,1770,19.1
Legislative District,53049,049,>60% and <=75% of SMI,Toddler,,63,,395,
Legislative District,53049,049,>75% and <=85% of SMI,Toddler,0,25,25,188,11.7
Legislative District,53049,049,>85% of SMI,Toddler,,146,,505,
School District,5300001,Enumclaw School District,<=60% of SMI,Infant,,3,,111,
School District,5300001,Enumclaw School District,>60% and <=75% of SMI,Infant,0,0,0,29,0.0
School District,5300001,Enumclaw School District,>75% and <=85% of SMI,Infant,0,0,0,24,0.0
School District,5300001,Enumclaw School District,>85% of SMI,Infant,0,14,14,129,9.8
School District,5300001,Enumclaw School District,<=60% of SMI,Preschool,90,10,100,173,36.6
School District,5300001,Enumclaw School District,>60% and <=75% of SMI,Preschool,,15,,73,
School District,5300001,Enumclaw School District,>75% and <=85% of SMI,Preschool,,8,,52,
School District,5300001,Enumclaw School District,>85% of SMI,Preschool,9,69,78,301,20.6
School District,5300001,Enumclaw School District,<=60% of SMI,School Age,40,13,53,690,7.1
School District,5300001,Enumclaw School District,>60% and <=75% of SMI,School Age,0,6,6,209,2.8
School District,5300001,Enumclaw School District,>75% and <=85% of SMI,School Age,0,7,7,168,4.0
School District,5300001,Enumclaw School District,>85% of SMI,School Age,0,50,50,1465,3.3
School District,5300001,Enumclaw School District,<=60% of SMI,Toddler,33,7,40,195,17.0
School District,5300001,Enumclaw School District,>60% and <=75% of SMI,Toddler,0,4,4,57,6.6
School District,5300001,Enumclaw School District,>75% and <=85% of SMI,Toddler,0,8,8,38,17.4
School District,5300001,Enumclaw School District,>85% of SMI,Toddler,0,38,38,250,13.2
School District,5300002,Inchelium School District,<=60% of SMI,Infant,0,1,1,11,8.3
School District,5300002,Inchelium School District,>60% and <=75% of SMI,Infant,0,0,0,0,
School District,5300002,Inchelium School District,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
School District,5300002,Inchelium School District,>85% of SMI,Infant,0,0,0,0,
School District,5300002,Inchelium School District,<=60% of SMI,Preschool,12,2,14,11,56.0
School District,5300002,Inchelium School District,>60% and <=75% of SMI,Preschool,0,1,1,3,25.0
School District,5300002,Inchelium School District,>75% and <=85% of SMI,Preschool,0,0,0,3,0.0
School District,5300002,Inchelium School District,>85% of SMI,Preschool,0,0,0,0,
School District,5300002,Inchelium School District,<=60% of SMI,School Age,,9,,73,
School District,5300002,Inchelium School District,>60% and <=75% of SMI,School Age,0,0,0,6,0.0
School District,5300002,Inchelium School District,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
School District,5300002,Inchelium School District,>85% of SMI,School Age,0,1,1,16,5.9
School District,5300002,Inchelium School District,<=60% of SMI,Toddler,,1,,22,
School District,5300002,Inchelium School District,>60% and <=75% of SMI,Toddler,0,0,0,1,0.0
School District,5300002,Inchelium School District,>75% and <=85% of SMI,Toddler,0,0,0,2,0.0
School District,5300002,Inchelium School District,>85% of SMI,Toddler,0,0,0,0,
School District,5300003,Kelso School District,<=60% of SMI,Infant,13,3,16,174,8.4
School District,5300003,Kelso School District,>60% and <=75% of SMI,Infant,0,3,3,35,7.9
School District,5300003,Kelso School District,>75% and <=85% of SMI,Infant,0,0,0,28,0.0
School District,5300003,Kelso School District,>85% of SMI,Infant,0,4,4,49,7.5
School District,5300003,Kelso School District,<=60% of SMI,Preschool,211,39,250,233,51.8
School District,5300003,Kelso School District,>60% and <=75% of SMI,Preschool,0,16,16,116,12.1
School District,5300003,Kelso School District,>75% and <=85% of SMI,Preschool,0,2,2,48,4.0
School District,5300003,Kelso School District,>85% of SMI,Preschool,0,27,27,112,19.4
School District,5300003,Kelso School District,<=60% of SMI,School Age,83,22,105,1419,6.9
School District,5300003,Kelso School District,>60% and <=75% of SMI,School Age,0,6,6,548,1.1
School District,5300003,Kelso School District,>75% and <=85% of SMI,School Age,0,3,3,317,0.9
School District,5300003,Kelso School District,>85% of SMI,School Age,0,15,15,744,2.0
School District,5300003,Kelso School District,<=60% of SMI,Toddler,75,20,95,269,26.1
School District,5300003,Kelso School District,>60% and <=75% of SMI,Toddler,,4,,89,
School District,5300003,Kelso School District,>75% and <=85% of SMI,Toddler,0,4,4,37,9.8
School District,5300003,Kelso School District,>85% of SMI,Toddler,0,23,23,82,21.9
School District,5300030,Aberdeen School District,<=60% of SMI,Infant,11,6,17,135,11.2
School District,5300030,Aberdeen School District,>60% and <=75% of SMI,Infant,0,1,1,18,5.3
School District,5300030,Aberdeen School District,>75% and <=85% of SMI,Infant,0,1,1,10,9.1
School District,5300030,Aberdeen School District,>85% of SMI,Infant,0,4,4,32,11.1
School District,5300030,Aberdeen School District,<=60% of SMI,Preschool,221,36,257,139,64.9
School District,5300030,Aberdeen School District,>60% and <=75% of SMI,Preschool,,12,,48,
School District,5300030,Aberdeen School District,>75% and <=85% of SMI,Preschool,0,5,5,23,17.9
School District,5300030,Aberdeen School District,>85% of SMI,Preschool,,36,,57,
School District,5300030,Aberdeen School District,<=60% of SMI,School Age,90,19,109,1498,6.8
School District,5300030,Aberdeen School District,>60% and <=75% of SMI,School Age,,7,,315,
School District,5300030,Aberdeen School District,>75% and <=85% of SMI,School Age,0,0,0,123,0.0
School District,5300030,Aberdeen School District,>85% of SMI,School Age,0,9,9,216,4.0
School District,5300030,Aberdeen School District,<=60% of SMI,Toddler,46,18,64,239,21.1
School District,5300030,Aberdeen School District,>60% and <=75% of SMI,Toddler,0,9,9,48,15.8
School District,5300030,Aberdeen School District,>75% and <=85% of SMI,Toddler,0,3,3,14,17.6
School District,5300030,Aberdeen School District,>85% of SMI,Toddler,0,19,19,56,25.3
School District,5300060,Adna School District,<=60% of SMI,Infant,0,0,0,12,0.0
School District,5300060,Adna School District,>60% and <=75% of SMI,Infant,0,0,0,4,0.0
School District,5300060,Adna School District,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
School District,5300060,Adna School District,>85% of SMI,Infant,0,0,0,20,0.0
School District,5300060,Adna School District,<=60% of SMI,Preschool,,0,,22,
School District,5300060,Adna School District,>60% and <=75% of SMI,Preschool,0,0,0,6,0.0
School District,5300060,Adna School District,>75% and <=85% of SMI,Preschool,0,2,2,1,66.7
School District,5300060,Adna School District,>85% of SMI,Preschool,0,11,11,29,27.5
School District,5300060,Adna School District,<=60% of SMI,School Age,,2,,99,
School District,5300060,Adna School District,>60% and <=75% of SMI,School Age,0,0,0,39,0.0
School District,5300060,Adna School District,>75% and <=85% of SMI,School Age,0,0,0,17,0.0
School District,5300060,Adna School District,>85% of SMI,School Age,0,9,9,157,5.4
School District,5300060,Adna School District,<=60% of SMI,Toddler,,2,,21,
School District,5300060,Adna School District,>60% and <=75% of SMI,Toddler,0,0,0,9,0.0
School District,5300060,Adna School District,>75% and <=85% of SMI,Toddler,0,0,0,4,0.0
School District,5300060,Adna School District,>85% of SMI,Toddler,0,5,5,21,19.2
School District,5300090,Almira School District,<=60% of SMI,Infant,0,0,0,9,0.0
School District,5300090,Almira School District,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
School District,5300090,Almira School District,>75% and <=85% of SMI,Infant,0,0,0,0,
School District,5300090,Almira School District,>85% of SMI,Infant,0,0,0,0,
School District,5300090,Almira School District,<=60% of SMI,Preschool,,1,,5,
School District,5300090,Almira School District,>60% and <=75% of SMI,Preschool,0,0,0,1,0.0
School District,5300090,Almira School District,>75% and <=85% of SMI,Preschool,0,0,0,3,0.0
School District,5300090,Almira School District,>85% of SMI,Preschool,0,0,0,0,
School District,5300090,Almira School District,<=60% of SMI,School Age,0,0,0,31,0.0
School District,5300090,Almira School District,>60% and <=75% of SMI,School Age,0,0,0,2,0.0
School District,5300090,Almira School District,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
School District,5300090,Almira School District,>85% of SMI,School Age,0,0,0,13,0.0
School District,5300090,Almira School District,<=60% of SMI,Toddler,0,0,0,8,0.0
School District,5300090,Almira School District,>60% and <=75% of SMI,Toddler,0,0,0,4,0.0
School District,5300090,Almira School District,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
School District,5300090,Almira School District,>85% of SMI,Toddler,0,0,0,0,
School District,5300150,Anacortes School District,<=60% of SMI,Infant,,2,,75,
